ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2015,178,12363,8.09,633.72,1534.01,10.88
2016,178,12607,7.93,730.49,1563.42,10.57
2017,178,12841,0.0,694.21,1687.14,12.03
2002,179,2970,68.39,339.0,534.72,0.0
2003,179,2976,68.79,249.64,569.37,0.0
2004,179,2988,69.2,253.43,537.67,2.94
2005,179,2994,34.81,333.65,574.03,0.0
2006,179,3001,35.02,367.4,746.89,0.0
2007,179,2895,0.0,512.33,834.04,5.55
2008,179,2975,0.0,676.59,967.62,12.75
2009,179,2974,0.0,816.98,862.59,9.08
2010,179,2785,0.0,958.94,975.04,9.41
2011,179,2772,0.0,906.19,1042.09,9.5
2012,179,2759,0.0,1079.49,1079.16,9.83
2013,179,2796,0.0,1103.11,1253.28,9.17
2014,179,2783,0.0,1124.42,1242.91,10.32
2015,179,2777,0.0,1057.55,1192.68,10.5
2016,179,2769,36.11,1026.0,1357.14,7.62
2017,179,2761,0.0,1164.71,1441.59,10.27
2002,180,6367,0.0,175.25,571.4,1.19
2003,180,6377,0.0,114.05,571.83,1.33
2004,180,6399,0.0,221.55,524.82,3.14
2005,180,6411,31.0,149.31,694.2,0.83
2006,180,6423,0.0,164.16,629.73,1.6
2007,180,6535,30.81,165.41,641.91,1.91
2008,180,6770,15.36,197.96,637.93,1.86
2009,180,6807,30.63,196.37,804.2,1.79
2010,180,6547,15.27,216.84,807.43,2.23
2011,180,6563,15.17,230.43,951.9,3.38
2012,180,6578,0.0,246.8,934.61,2.99
2013,180,6719,15.27,260.6,1148.66,4.47
2014,180,6736,0.0,321.44,1189.12,3.04
2015,180,6760,0.0,252.49,1229.03,3.91
2016,180,6779,0.0,328.89,1231.94,5.92
2017,180,6799,14.71,352.45,1404.41,3.74
2002,181,4417,0.0,266.73,493.43,4.94
2003,181,4499,0.0,315.57,695.47,4.73
2004,181,4669,0.0,196.02,639.9,0.0
2005,181,4764,22.76,335.88,732.98,5.3
2006,181,4858,0.0,404.59,741.37,4.44
2007,181,4323,0.0,390.89,800.08,5.32
2008,181,4437,22.31,420.11,900.42,6.79
2009,181,4453,0.0,501.49,848.12,5.66
2010,181,4544,0.0,596.41,846.52,5.8
2011,181,4565,21.8,598.84,968.44,9.02
2012,181,4588,0.0,574.2,1019.58,7.17
2013,181,4699,0.0,714.85,1191.95,5.38
2014,181,4723,0.0,712.47,1270.08,5.3
2015,181,4750,0.0,814.08,1353.99,4.84
2016,181,4774,0.0,787.69,1530.68,6.24
2017,181,4799,20.84,939.86,1703.85,9.15
2002,182,8184,0.0,149.94,518.31,0.0
2003,182,8179,24.78,100.91,494.67,0.0
2004,182,8170,0.0,485.12,466.08,7.0
2005,182,8165,0.0,141.61,562.17,0.47
2006,182,8160,0.0,167.93,537.95,1.5
2007,182,8131,0.0,187.51,795.62,0.52
2008,182,8377,0.0,307.75,762.28,0.75
2009,182,8389,0.0,266.04,949.94,1.7
2010,182,7781,0.0,270.37,849.42,0.66
2011,182,7743,12.85,332.46,794.61,0.74
2012,182,7712,0.0,324.96,868.16,0.82
2013,182,7823,0.0,462.5,976.09,2.63
2014,182,7790,0.0,390.52,1067.71,3.63
2015,182,7779,12.85,415.55,1091.92,2.55
2016,182,7759,0.0,488.87,1365.96,2.94
2017,182,7741,0.0,544.79,1282.82,2.19
2002,183,23372,4.32,137.2,644.47,1.55
2003,183,23767,4.26,139.99,701.52,1.78
2004,183,24595,4.2,45.22,675.04,0.0
2005,183,25054,16.59,173.11,748.13,3.39
2006,183,25509,0.0,198.82,819.88,3.79
2007,183,24590,32.3,264.93,836.74,3.87
2008,183,25640,3.98,314.3,816.81,3.83
2009,183,25938,7.86,397.49,894.77,2.96
2010,183,25777,7.76,386.23,932.28,3.19
2011,183,26020,26.78,385.27,948.92,2.8
2012,183,26262,22.56,457.15,1029.5,3.02
2013,183,27027,11.64,462.32,1170.14,2.99
2014,183,27288,31.04,531.42,1324.07,2.8
2015,183,27534,14.53,571.57,1416.6,4.06
2016,183,27773,3.6,560.04,1517.23,4.75
2017,183,28005,10.71,561.84,1654.18,4.22
2002,184,6743,15.08,198.07,639.88,0.0
2003,184,6845,14.96,143.82,592.21,0.0
2004,184,7060,0.0,182.93,587.2,0.99
2005,184,7178,14.73,184.2,690.35,0.0
2006,184,7296,43.84,200.57,738.72,0.0
2007,184,6913,0.0,269.11,738.45,0.0
2008,184,7151,0.0,317.37,816.21,0.0
2009,184,7209,14.28,310.27,789.93,0.0
2010,184,7054,0.0,335.48,807.64,0.0
2011,184,7095,42.08,426.13,948.27,0.0
2012,184,7135,13.84,520.41,1000.9,0.0
2013,184,7313,42.53,430.31,1157.55,0.0
2014,184,7355,28.35,408.35,1212.94,0.04
2015,184,7401,27.02,466.55,1357.74,0.0
2016,184,7442,53.75,528.37,1491.06,0.0
2017,184,7484,53.45,536.01,1587.34,0.0
2002,185,9164,10.75,148.49,500.12,0.14
2003,185,9069,0.0,110.98,540.01,0.34
2004,185,8870,0.0,137.48,564.1,0.0
2005,185,8759,21.73,149.52,894.21,0.62
2006,185,8650,21.81,167.99,705.39,1.39
2007,185,9292,32.85,185.14,709.05,1.7
2008,185,9559,0.0,219.99,685.06,3.64
2009,185,9570,22.07,258.02,680.77,5.67
2010,185,9024,33.24,287.97,779.36,2.5
2011,185,8998,0.0,358.88,839.33,3.24
2012,185,8972,0.0,343.13,985.96,2.47
2013,185,9112,0.0,323.4,1040.28,0.54
2014,185,9085,22.16,403.54,1064.11,1.59
2015,185,9081,11.01,529.38,1160.49,3.01
2016,185,9067,44.11,436.99,1277.55,3.51
2017,185,9055,33.13,409.4,1308.78,4.52
2002,186,2816,0.0,480.87,745.02,0.0
2003,186,2804,69.38,369.78,741.85,0.0
2004,186,2779,0.0,422.88,827.28,1.99
2005,186,2766,0.0,452.35,843.08,0.0
2006,186,2752,0.0,462.98,779.53,2.74
2007,186,3087,34.07,595.37,809.66,5.45
2008,186,3217,33.93,602.92,801.0,0.0
2009,186,3252,33.79,1211.8,820.34,0.0
2010,186,2972,33.65,727.18,774.59,0.0
2011,186,2982,33.37,684.52,1066.01,0.0
2012,186,2992,0.0,825.7,1192.79,0.0
2013,186,3060,0.0,864.21,1307.83,0.0
2014,186,3070,0.0,1362.95,1546.34,0.0
2015,186,3083,0.0,1012.0,1624.32,0.0
2016,186,3095,0.0,1059.08,1456.78,0.0
2017,186,3107,0.0,1318.06,1584.64,0.0
2002,187,10196,0.0,86.31,446.81,0.39
2003,187,10193,0.0,106.4,1161.89,0.56
2004,187,10186,31.91,121.09,592.78,1.65
2005,187,10181,10.86,155.37,836.64,0.24
2006,187,10177,0.0,171.29,641.99,0.99
2007,187,8594,22.63,225.39,745.84,0.43
2008,187,8790,11.56,260.21,808.16,2.47
2009,187,8637,0.0,285.38,820.52,2.05
2010,187,8309,0.0,374.74,857.41,2.94
2011,187,8152,0.0,477.15,915.85,2.94
2012,187,8011,12.35,644.76,1006.66,0.0
2013,187,8000,0.0,506.03,1183.32,0.0
2014,187,7854,24.1,555.33,1289.79,0.0
2015,187,7752,38.7,637.52,1344.88,0.25
2016,187,7634,0.0,698.23,1458.66,2.64
2017,187,7523,26.58,640.4,1501.51,2.69
2002,188,9417,10.56,95.75,542.42,2.27
2003,188,9438,0.0,106.65,648.15,2.47
2004,188,9482,10.46,67.01,555.59,0.0
2005,188,9506,10.41,148.88,614.62,4.52
2006,188,9530,0.0,184.46,433.89,8.06
2007,188,10223,0.0,213.86,700.31,8.45
2008,188,10649,0.0,303.89,759.91,14.01
2009,188,10771,10.23,369.23,787.04,14.39
2010,188,9814,10.18,376.0,931.96,17.8
2011,188,9854,0.0,380.78,910.08,15.17
2012,188,9888,0.0,404.06,1009.58,16.02
2013,188,10112,0.0,417.55,1132.12,14.83
2014,188,10148,10.18,498.72,1161.68,21.17
2015,188,10193,0.0,498.41,1293.94,24.03
2016,188,10232,9.77,556.94,1422.85,25.72
2017,188,10270,0.0,638.47,1612.54,28.03
2002,189,4047,0.0,185.09,488.5,0.0
2003,189,4059,0.0,140.57,521.6,0.0
2004,189,4084,0.0,903.14,556.72,12.97
2005,189,4098,0.0,194.09,898.39,0.0
2006,189,4112,0.0,212.8,780.9,0.0
2007,189,3960,0.0,221.33,782.77,0.0
2008,189,4075,0.0,320.56,821.98,0.0
2009,189,4077,0.0,303.09,859.75,0.0
2010,189,3961,0.0,362.62,843.38,5.63
2011,189,3949,0.0,379.03,980.7,6.23
2012,189,3944,0.0,373.13,1013.45,5.56
2013,189,4013,0.0,462.32,1114.82,4.68
2014,189,4007,0.0,495.76,1201.16,5.6
2015,189,4010,0.0,515.25,1334.77,5.85
2016,189,4010,24.94,558.03,1473.49,6.38
2017,189,4010,24.94,600.0,1617.53,7.31
2002,190,17809,10.98,167.12,973.31,1.5
2003,190,18112,21.32,186.92,962.39,3.37
2004,190,18748,15.53,26.1,1186.92,0.58
2005,190,19099,30.15,208.26,1170.79,2.99
2006,190,19449,19.52,225.67,1363.26,3.62
2007,190,20426,14.21,274.57,1375.52,4.13
2008,190,21510,9.2,316.61,1495.66,3.84
2009,190,21938,40.21,344.2,1605.82,3.88
2010,190,23055,13.02,434.7,1796.74,4.24
2011,190,23495,25.42,466.95,1601.92,3.7
2012,190,23932,24.75,553.91,1783.16,3.49
2013,190,24866,8.68,453.64,1829.72,4.0
2014,190,25346,21.7,603.11,2300.44,4.89
2015,190,25744,19.42,590.32,2389.24,2.2
2016,190,26155,19.12,589.45,2449.27,22.27
2017,190,26550,18.83,686.28,2688.85,8.64
2002,191,2760,0.0,157.79,724.2,0.45
2003,191,2782,0.0,157.76,653.56,0.88
2004,191,2827,0.0,226.39,612.82,2.78
2005,191,2852,0.0,252.33,625.97,4.34
2006,191,2877,0.0,256.4,718.26,3.34
2007,191,2726,0.0,283.96,790.66,4.49
2008,191,2813,0.0,303.08,831.45,4.06
2009,191,2821,0.0,304.98,789.43,4.53
2010,191,2749,0.0,314.91,869.14,8.75
2011,191,2752,0.0,396.24,986.7,11.31
2012,191,2755,0.0,436.85,1079.3,12.15
2013,191,2809,0.0,445.95,1154.1,6.55
2014,191,2812,0.0,603.72,1225.61,8.92
2015,191,2819,0.0,489.69,1386.09,7.11
2016,191,2824,0.0,531.43,1633.07,9.2
2017,191,2829,35.34,515.36,1530.1,9.68
2002,192,4212,45.5,207.55,530.36,1.07
2003,192,4135,0.0,138.13,529.92,0.63
2004,192,3974,0.0,414.14,802.36,0.0
2005,192,3885,0.0,187.58,624.69,1.77
2006,192,3796,22.58,227.25,752.35,4.38
2007,192,4396,22.54,223.47,768.76,4.28
2008,192,4536,22.51,295.29,786.89,4.74
2009,192,4549,0.0,335.99,844.87,4.19
2010,192,4467,0.0,413.18,897.81,6.39
2011,192,4462,0.0,369.2,959.99,9.76
2012,192,4468,0.0,494.4,1203.69,8.9
2013,192,4559,0.0,513.71,1253.91,9.59
2014,192,4565,0.0,522.56,1331.17,5.94
2015,192,4578,0.0,484.82,1420.52,5.72
2016,192,4588,0.0,537.95,1441.14,5.18
2017,192,4598,0.0,633.14,1754.54,7.21
2002,193,18619,16.22,97.22,670.86,0.64
2003,193,18611,5.43,92.8,643.4,0.0
2004,193,18594,32.68,32.07,653.8,0.44
2005,193,18584,27.34,132.68,884.46,0.0
2006,193,18575,5.49,161.33,843.62,0.0
2007,193,18006,16.54,162.3,875.58,0.0
2008,193,18558,11.07,219.44,1403.57,0.0
2009,193,18534,27.8,199.69,1343.63,0.0
2010,193,17914,11.17,290.45,1456.99,0.0
2011,193,17852,22.3,380.95,1626.43,0.0
2012,193,17798,16.65,454.0,2148.06,0.0
2013,193,18074,39.09,483.66,2593.69,0.0
2014,193,18017,44.67,694.78,3339.33,16.82
2015,193,18006,55.54,1129.27,3548.22,29.12
2016,193,17972,11.13,1030.6,3786.98,29.8
2017,193,17945,33.44,1025.98,3394.99,34.62
2002,194,4981,0.0,124.75,764.93,0.59
2003,194,5068,40.79,123.01,927.26,0.93
2004,194,5252,20.24,303.85,884.86,0.0
2005,194,5353,0.0,160.79,969.92,3.26
2006,194,5454,0.0,209.17,1222.76,5.05
2007,194,4744,39.61,272.04,1283.47,5.64
2008,194,4863,19.66,298.43,1409.61,5.86
2009,194,4866,39.05,327.06,1397.39,6.52
2010,194,5162,19.39,372.03,1536.7,7.22
2011,194,5186,0.0,430.65,1636.84,3.83
2012,194,5214,0.0,451.75,1790.33,1.97
2013,194,5341,38.77,551.78,1921.59,1.52
2014,194,5370,0.0,647.82,2138.07,4.63
2015,194,5402,0.0,637.18,2265.0,5.73
2016,194,5431,18.41,651.43,2527.1,7.81
2017,194,5460,54.95,712.06,2549.4,5.54
2002,195,12652,16.11,136.67,645.09,0.0
2003,195,12828,0.0,115.13,562.18,0.0
2004,195,13197,0.0,105.83,553.1,2.75
2005,195,13401,0.0,164.56,605.69,0.0
2006,195,13604,0.0,179.96,622.75,0.0
2007,195,12710,0.0,223.77,674.61,0.0
2008,195,13164,7.8,253.12,651.0,0.0
2009,195,13244,7.76,260.77,696.29,0.0
2010,195,12950,0.0,318.92,738.61,0.0
2011,195,13001,0.0,296.43,792.51,0.0
2012,195,13052,0.0,370.27,898.14,0.0
2013,195,13354,7.72,438.79,1001.14,0.0
2014,195,13407,7.72,455.01,1050.8,0.0
2015,195,13473,0.0,477.54,1149.17,0.0
2016,195,13531,7.39,521.65,1276.85,0.0
2017,195,13587,14.72,573.81,1355.79,0.0
2002,196,9189,0.0,95.92,647.18,2.48
2003,196,9309,10.69,99.04,632.7,3.04
2004,196,9562,10.53,116.51,661.55,1.07
2005,196,9702,10.37,149.56,662.16,2.81
2006,196,9841,10.22,189.76,771.19,3.73
2007,196,10249,10.07,194.54,765.61,4.21
2008,196,10697,0.0,301.31,739.95,4.98
2009,196,10869,9.77,264.89,784.99,6.29
2010,196,10388,0.0,347.94,828.53,6.05
2011,196,10500,0.0,326.85,801.33,6.7
2012,196,10609,0.0,353.02,902.73,5.53
2013,196,10920,0.0,383.12,1001.87,2.85
2014,196,11034,0.0,449.44,1174.61,3.59
2015,196,11143,0.0,465.15,1260.01,4.05
2016,196,11249,0.0,432.81,1409.86,3.0
2017,196,11353,0.0,454.48,1486.81,3.6
2002,197,6448,0.0,196.33,571.15,0.44
2003,197,6434,30.01,176.21,512.36,2.16
2004,197,6405,0.0,205.44,475.16,2.95
2005,197,6389,14.73,220.11,382.82,2.27
2006,197,6374,0.0,227.53,753.01,1.46
2007,197,6310,28.93,263.04,917.6,2.03
2008,197,6449,28.67,287.98,865.61,2.07
2009,197,6440,14.21,372.18,977.61,0.32
2010,197,7089,0.0,379.91,822.98,1.27
2011,197,7149,0.0,381.64,957.12,1.46
2012,197,7196,0.0,415.84,1010.61,2.9
2013,197,7383,0.0,434.06,1066.61,4.07
2014,197,7433,28.17,602.2,1050.22,3.17
2015,197,7484,0.0,534.95,1184.45,2.09
2016,197,7532,0.0,609.32,1346.02,3.1
2017,197,7548,0.0,600.18,1238.79,3.39
2002,198,5142,19.69,174.65,1416.83,7.08
2003,198,5264,38.61,245.8,1451.83,5.62
2004,198,5520,0.0,290.06,1581.8,5.62
2005,198,5661,55.69,307.68,1457.35,6.63
2006,198,5802,18.2,306.08,1821.82,3.08
2007,198,5680,17.85,417.78,1982.78,3.5
2008,198,5966,35.02,464.63,1967.89,6.56
2009,198,6072,0.0,890.31,2070.41,21.22
2010,198,5943,16.85,574.61,2124.28,9.25
2011,198,6007,16.57,593.47,2170.22,9.86
2012,198,6077,0.0,701.47,2418.94,9.84
2013,198,6268,16.85,938.55,2435.96,8.0
2014,198,6343,67.39,889.04,2861.06,8.18
2015,198,6410,0.0,969.9,3104.09,8.51
2016,198,6477,30.88,1583.57,3497.27,13.01
2017,198,6542,15.29,1414.85,3800.19,6.77
2002,199,9069,0.0,106.04,604.89,2.39
2003,199,9229,10.84,113.67,621.16,3.5
2004,199,9563,0.0,1178.83,622.01,25.06
2005,199,9748,0.0,174.69,717.87,3.9
2006,199,9932,0.0,172.12,784.13,3.32
2007,199,9667,0.0,195.41,862.63,4.2
2008,199,10127,0.0,209.59,820.21,3.54
2009,199,10261,0.0,215.97,898.21,3.45
2010,199,10480,0.0,235.0,904.6,3.21
2011,199,10602,0.0,354.53,1015.78,3.79
2012,199,10732,0.0,395.99,1119.26,4.73
2013,199,11078,0.0,316.87,1256.7,0.24
2014,199,11218,0.0,366.36,1319.94,2.51
2015,199,11343,0.0,409.29,1419.99,2.43
2016,199,11468,0.0,438.77,1543.27,3.41
2017,199,11589,0.0,473.25,1582.02,3.18
2002,200,42496,9.38,199.36,914.04,1.25
2003,200,43071,2.31,232.75,943.96,1.59
2004,200,44279,11.35,17.45,972.68,0.0
2005,200,44947,11.17,330.36,1095.63,2.43
2006,200,45611,6.59,426.31,1223.28,3.17
2007,200,45987,10.81,442.72,1286.76,3.74
2008,200,48066,0.0,485.76,1374.89,12.66
2009,200,48723,4.19,441.58,1430.8,15.52
2010,200,48550,6.18,504.53,1547.06,18.78
2011,200,49076,12.17,702.36,1612.45,24.52
2012,200,49616,7.96,647.89,1760.92,23.41
2013,200,51154,14.43,665.67,1914.43,32.39
2014,200,51738,14.43,918.86,2225.06,52.89
2015,200,52270,17.22,1012.62,2349.38,52.62
2016,200,52796,17.05,967.05,2476.34,50.47
2017,200,53305,18.76,1051.33,2603.8,57.48
2002,201,4974,0.0,195.27,725.85,0.0
2003,201,5009,0.0,134.49,794.07,0.0
2004,201,5084,20.33,334.79,522.0,0.0
2005,201,5125,0.0,182.37,589.38,0.0
2006,201,5166,20.29,208.82,749.82,0.0
2007,201,5108,0.0,236.32,602.93,0.0
2008,201,5299,0.0,287.09,735.07,3.52
2009,201,5335,0.0,308.77,749.59,2.62
2010,201,4947,20.23,256.91,787.89,3.08
2011,201,4947,0.0,305.89,850.12,4.64
2012,201,4950,0.0,358.11,1013.06,5.89
2013,201,5048,0.0,428.95,1079.08,8.04
2014,201,5052,0.0,425.39,1145.7,5.76
2015,201,5064,0.0,407.95,1235.74,6.92
2016,201,5075,39.41,633.2,1346.01,8.21
2017,201,5083,0.0,415.19,1538.4,9.55
2002,202,5902,0.0,291.25,827.85,0.0
2003,202,5809,0.0,225.16,902.84,0.0
2004,202,5615,0.0,1771.76,959.13,0.0
2005,202,5508,15.83,278.23,1149.4,0.0
2006,202,5401,15.73,294.91,971.32,0.0
2007,202,6580,0.0,326.85,1013.75,0.0
2008,202,6851,0.0,354.44,1032.88,0.0
2009,202,6922,0.0,378.2,1113.19,0.0
2010,202,6527,0.0,405.99,1061.56,0.0
2011,202,6559,0.0,558.29,1271.79,0.0
2012,202,6591,0.0,587.32,1466.97,0.0
2013,202,6750,0.0,560.37,1712.36,0.0
2014,202,6784,15.32,556.42,2086.17,0.0
2015,202,6822,14.66,586.29,2242.3,0.0
2016,202,6856,14.59,629.05,2273.39,0.0
2017,202,6891,14.51,764.17,2533.41,0.0
2002,203,105735,0.0,74.81,743.77,0.0
2003,203,107080,2.81,88.3,765.15,0.0
2004,203,109904,3.7,21.88,847.18,0.71
2005,203,111467,1.83,127.07,816.72,0.0
2006,203,113019,5.41,127.08,896.13,5.96
2007,203,109297,2.67,167.36,891.91,6.87
2008,203,113576,0.88,189.97,909.9,8.83
2009,203,114579,6.08,209.55,987.23,9.29
2010,203,116527,6.87,223.98,1018.39,8.47
2011,203,117562,2.54,259.74,1059.9,8.72
2012,203,118578,5.0,298.69,1166.21,9.14
2013,203,121951,5.15,273.77,1298.12,8.63
2014,203,123047,11.16,327.56,1465.72,10.55
2015,203,124098,4.03,315.06,1537.58,9.69
2016,203,125111,9.59,388.33,1664.33,7.54
2017,203,126097,10.31,480.52,1753.61,7.96
2002,204,21380,18.31,77.63,709.71,2.23
2003,204,21216,13.7,93.77,706.08,12.49
2004,204,20872,18.22,23.1,728.55,0.56
2005,204,20681,18.18,129.27,776.68,3.16
2006,204,20492,40.8,148.92,830.3,2.5
2007,204,21793,18.09,163.44,901.23,2.62
2008,204,22482,40.63,218.14,901.53,2.81
2009,204,22539,27.03,246.27,950.18,3.56
2010,204,22232,8.99,238.16,963.87,4.34
2011,204,22281,17.87,308.4,1019.89,4.14
2012,204,22319,17.7,360.06,1118.32,4.38
2013,204,22784,35.97,395.83,1298.77,4.64
2014,204,22824,17.98,413.92,1421.59,4.58
2015,204,22897,26.2,398.77,1576.76,4.35
2016,204,22952,13.07,473.49,1795.11,4.43
2017,204,23008,17.39,497.13,1897.33,4.06
2002,205,1697,0.0,233.13,1116.59,1.54
2003,205,1696,0.0,260.13,699.75,3.33
2004,205,1694,0.0,51674.9,767.01,0.0
2005,205,1693,0.0,385.65,924.87,6.08
2006,205,1692,0.0,432.43,983.72,5.96
2007,205,1695,0.0,433.77,1058.87,6.65
2008,205,1747,0.0,549.04,1008.68,8.15
2009,205,1750,0.0,570.03,1195.72,9.45
2010,205,1727,0.0,476.01,1271.49,11.87
2011,205,1729,0.0,652.57,1205.09,11.37
2012,205,1732,0.0,1073.58,1337.61,13.26
2013,205,1775,0.0,772.65,1437.61,14.7
2014,205,1781,0.0,856.51,1606.07,12.09
2015,205,1785,0.0,954.76,1697.49,12.13
2016,205,1788,0.0,994.76,1825.3,17.07
2017,205,1792,0.0,1126.39,1902.64,12.11
2002,206,556623,46.47,124.1,1109.94,0.01
2003,206,565258,54.55,126.34,1178.06,0.16
2004,206,583386,57.47,1.48,1202.39,0.03
2005,206,593419,53.65,181.11,1197.58,0.05
2006,206,603376,43.16,186.74,1255.85,1.18
2007,206,608650,44.73,215.08,1292.49,1.94
2008,206,617749,38.3,247.72,1327.96,0.93
2009,206,625393,30.67,256.31,1375.83,0.21
2010,206,603048,33.64,281.66,1431.03,0.21
2011,206,608714,37.44,302.3,1460.1,0.12
2012,206,613815,41.02,339.95,1622.14,0.99
2013,206,631104,49.05,378.18,1783.13,2.54
2014,206,636604,40.43,478.45,1991.32,0.28
2015,206,641921,35.99,466.24,2110.31,0.1
2016,206,647032,37.56,466.64,2256.76,0.03
2017,206,652001,28.53,535.58,2386.02,0.15
2002,207,9696,0.0,141.05,547.36,1.93
2003,207,9735,21.01,81.36,539.79,2.44
2004,207,9816,0.0,224.07,508.86,0.0
2005,207,9861,0.0,122.77,582.89,1.99
2006,207,9906,0.0,107.22,636.1,2.71
2007,207,9472,0.0,134.94,660.93,2.01
2008,207,9743,0.0,174.04,688.92,2.05
2009,207,9747,10.73,221.12,769.41,2.41
2010,207,9287,0.0,262.0,716.14,2.75
2011,207,9264,10.74,362.09,853.65,4.49
2012,207,9241,0.0,319.92,917.69,4.37
2013,207,9388,0.0,0.0,1008.98,0.0
2014,207,9363,10.77,432.08,1053.93,1.59
2015,207,9361,0.0,391.0,1139.85,1.52
2016,207,9348,0.0,385.83,1254.91,0.38
2017,207,9338,10.71,372.08,1263.35,0.64
2002,208,25859,7.75,95.48,440.22,0.0
2003,208,25920,19.35,75.16,500.74,0.0
2004,208,26047,15.46,32.32,520.37,0.74
2005,208,26117,15.44,78.03,538.41,0.0
2006,208,26187,11.57,118.95,600.11,0.02
2007,208,26131,11.56,145.65,705.21,0.0
2008,208,27003,3.85,202.23,654.53,0.0
2009,208,27110,7.69,190.43,962.55,0.0
2010,208,26035,3.84,220.84,750.42,0.0
2011,208,26056,7.64,253.27,826.33,0.0
2012,208,26079,15.15,318.91,908.03,0.0
2013,208,26599,19.21,265.36,1007.89,0.0
2014,208,26622,23.05,290.91,1234.46,0.15
2015,208,26690,18.73,324.73,1123.73,0.07
2016,208,26734,18.7,336.59,1334.77,0.24
2017,208,26782,7.47,365.48,1330.58,1.18
2002,209,8537,0.0,134.17,521.84,1.65
2003,209,8544,0.0,86.57,578.69,2.34
2004,209,8558,23.29,93.28,546.84,2.05
2005,209,8566,0.0,117.55,589.49,2.24
2006,209,8574,0.0,132.14,672.55,3.47
2007,209,9033,0.0,132.99,684.75,3.16
2008,209,9385,23.14,168.21,722.62,2.82
2009,209,9465,0.0,169.96,744.96,3.86
2010,209,8667,0.0,240.21,750.74,3.94
2011,209,8678,22.94,226.03,855.93,4.63
2012,209,8689,11.37,259.99,987.47,5.52
2013,209,8866,11.54,263.82,1070.76,5.06
2014,209,8878,11.54,272.96,1155.74,4.87
2015,209,8903,22.46,335.43,1308.85,5.49
2016,209,8921,0.0,330.43,1412.5,7.81
2017,209,8939,11.19,346.21,1494.05,9.35
2002,210,3428,0.0,179.36,511.88,2.23
2003,210,3460,0.0,178.29,563.07,3.22
2004,210,3528,0.0,733.68,482.25,0.0
2005,210,3565,0.0,287.43,602.84,5.93
2006,210,3602,29.35,299.31,615.77,2.97
2007,210,3570,0.0,353.45,673.91,4.08
2008,210,3710,29.22,390.91,564.08,6.66
2009,210,3743,0.0,493.1,717.93,2.81
2010,210,3435,0.0,517.34,849.63,7.99
2011,210,3441,0.0,534.95,852.4,8.03
2012,210,3447,0.0,647.43,937.66,5.43
2013,210,3518,0.0,641.9,995.94,2.85
2014,210,3524,0.0,927.31,1036.24,3.09
2015,210,3535,28.29,760.69,1266.59,2.43
2016,210,3543,28.22,716.41,1266.39,2.72
2017,210,3551,0.0,692.82,1390.63,6.34
2002,211,24430,8.19,119.18,506.54,0.0
2003,211,24377,8.21,98.91,848.8,0.0
2004,211,24264,12.34,73.42,831.38,0.0
2005,211,24201,20.62,110.95,899.86,0.0
2006,211,24139,24.81,128.56,652.21,1.64
2007,211,22627,4.15,175.1,672.12,0.79
2008,211,23206,16.63,192.12,670.05,1.23
2009,211,23048,8.34,207.24,756.64,0.0
2010,211,23901,4.18,284.92,785.55,1.12
2011,211,23865,12.51,303.1,874.28,1.62
2012,211,23819,8.29,363.95,1000.47,1.83
2013,211,24217,25.09,411.27,1122.16,1.78
2014,211,24167,12.54,474.13,1160.97,1.95
2015,211,24174,20.68,515.37,1215.68,2.82
2016,211,24154,4.14,623.62,1481.73,2.66
2017,211,24141,4.14,612.14,1519.69,3.21
2002,212,10802,0.0,199.43,314.23,0.0
2003,212,10803,9.39,168.79,523.28,0.0
2004,212,10803,28.31,305.3,520.9,1.41
2005,212,10803,9.49,245.64,673.58,0.0
2006,212,10803,19.07,274.75,806.38,0.0
2007,212,10776,0.0,312.6,744.75,0.0
2008,212,11109,9.63,331.05,756.66,0.0
2009,212,11131,9.68,366.38,1366.79,0.0
2010,212,10274,0.0,381.78,831.29,5.32
2011,212,10229,29.19,435.87,915.03,6.18
2012,212,10190,0.0,430.75,1093.42,5.12
2013,212,10338,19.47,542.73,1152.97,9.25
2014,212,10296,0.0,512.99,1235.47,12.66
2015,212,10283,19.45,498.36,1344.69,8.61
2016,212,10258,9.75,510.5,1367.64,7.15
2017,212,10236,0.0,506.42,1396.83,7.24
2002,213,27978,10.91,104.62,688.57,1.14
2003,213,28222,3.64,107.05,743.71,1.05
2004,213,28734,18.17,272.08,700.94,2.64
2005,213,29017,10.9,138.44,804.61,0.56
2006,213,29298,18.16,168.69,847.45,1.68
2007,213,27387,10.89,181.45,916.06,1.5
2008,213,28240,10.89,253.96,903.01,1.55
2009,213,28296,10.89,240.78,919.25,1.95
2010,213,27551,14.52,257.95,944.32,2.25
2011,213,27554,25.28,277.68,996.14,2.59
2012,213,27562,14.33,342.51,1106.04,3.27
2013,213,28091,14.52,358.88,1234.64,2.35
2014,213,28098,10.89,399.09,1385.07,2.98
2015,213,28156,17.76,422.3,1515.21,3.38
2016,213,28188,7.1,476.57,1577.61,3.14
2017,213,28223,21.26,530.45,1741.82,5.47
2002,214,99558,13.17,80.28,800.36,1.25
2003,214,100535,16.1,86.96,824.87,0.7
2004,214,102588,9.0,12.51,838.83,0.14
2005,214,103724,16.9,92.72,676.13,0.71
2006,214,104851,16.79,115.88,955.22,0.0
2007,214,100867,17.67,151.52,959.84,0.0
