ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2017,416,4845,41.28,557.46,1216.3,4.43
2002,417,4391,0.0,275.16,540.14,0.17
2003,417,4455,0.0,189.8,603.09,0.09
2004,417,4590,0.0,222.63,603.25,0.0
2005,417,4665,0.0,286.77,724.29,0.02
2006,417,4739,0.0,366.11,755.13,0.65
2007,417,4412,44.71,408.38,663.34,2.14
2008,417,4604,22.2,530.97,947.46,6.03
2009,417,4636,0.0,548.4,800.47,5.45
2010,417,4566,21.9,535.71,926.04,6.83
2011,417,4590,21.68,734.85,954.88,7.18
2012,417,4614,0.0,742.86,1015.14,7.48
2013,417,4726,21.9,721.49,1238.84,3.39
2014,417,4751,43.8,853.16,1384.52,0.0
2015,417,4779,0.0,724.96,1374.76,0.0
2016,417,4804,0.0,796.39,1552.23,0.0
2017,417,4828,20.71,846.28,1662.54,0.0
2002,418,17848,28.69,245.68,1254.01,0.12
2003,418,18524,22.26,220.04,1064.75,6.99
2004,418,19946,10.8,50.31,1029.48,0.38
2005,418,20732,47.14,270.7,1078.5,5.99
2006,418,21513,25.41,320.27,1173.12,3.4
2007,418,19548,39.44,365.01,1238.21,0.69
2008,418,20567,43.05,419.68,1231.05,0.0
2009,418,20978,69.62,519.62,1243.73,1.5
2010,418,22221,31.53,584.3,1277.86,5.29
2011,418,22648,70.36,707.24,1404.12,7.02
2012,418,23080,64.21,782.89,1471.2,7.59
2013,418,23965,58.55,809.03,1620.21,7.59
2014,418,24430,67.56,1065.98,1813.42,4.86
2015,418,24822,92.66,1134.69,2065.53,5.73
2016,418,25226,63.43,1085.17,2256.75,6.38
2017,418,25616,58.56,1196.49,2351.06,8.15
2002,419,471693,5.55,120.68,1093.51,0.3
2003,419,478607,5.27,137.12,1072.25,0.47
2004,419,493121,7.08,9.53,1141.28,0.1
2005,419,501153,3.09,181.15,1128.61,0.41
2006,419,509125,4.47,198.82,1172.3,0.28
2007,419,513348,7.03,225.9,1183.47,0.44
2008,419,520612,6.35,232.66,1189.27,0.62
2009,419,526706,6.08,251.85,1266.07,0.22
2010,419,517872,8.52,264.73,1283.29,0.38
2011,419,520810,7.84,309.14,1337.24,0.3
2012,419,525225,12.22,344.07,1471.48,0.09
2013,419,540079,19.95,354.62,1611.11,0.28
2014,419,544842,23.05,413.57,1845.48,0.07
2015,419,549425,19.29,435.13,1966.6,3.86
2016,419,553843,23.47,469.21,2165.24,1.36
2017,419,558137,20.25,503.75,2310.99,1.58
2002,420,3920,0.0,268.78,371.67,0.0
2003,420,3929,0.0,191.47,455.26,0.0
2004,420,3947,0.0,19400.7,490.29,135.2
2005,420,3957,24.94,277.52,542.52,0.0
2006,420,3968,0.0,284.11,516.41,0.0
2007,420,3960,24.68,336.0,636.35,0.0
2008,420,4092,0.0,384.64,518.54,0.0
2009,420,4108,24.43,383.84,643.51,0.0
2010,420,4110,0.0,381.53,549.46,0.0
2011,420,4129,0.0,536.83,647.44,0.0
2012,420,4146,0.0,575.86,687.19,0.0
2013,420,4242,0.0,629.54,894.87,0.0
2014,420,4259,0.0,636.48,986.31,0.0
2015,420,4279,0.0,692.58,1056.49,0.0
2016,420,4297,0.0,648.26,508.47,0.0
2017,420,4315,0.0,670.09,1042.09,0.0
2002,421,7912,0.0,136.36,580.0,0.0
2003,421,8019,0.0,143.8,578.96,0.0
2004,421,8245,0.0,100.36,569.33,0.0
2005,421,8370,0.0,155.38,582.07,2.94
2006,421,8494,11.64,185.75,613.94,4.46
2007,421,8203,11.43,237.43,642.31,5.94
2008,421,8597,0.0,286.7,637.91,7.39
2009,421,8684,0.0,318.24,709.9,4.77
2010,421,9238,0.0,368.05,721.52,5.7
2011,421,9358,10.64,395.64,776.81,5.31
2012,421,9474,0.0,386.71,894.59,3.92
2013,421,9780,0.0,505.38,1014.8,4.07
2014,421,9906,21.65,514.71,1148.43,3.29
2015,421,10018,0.0,505.06,1225.01,7.24
2016,421,10129,0.0,607.08,1247.6,8.46
2017,421,10238,0.0,633.02,1336.02,6.92
2002,422,5939,0.0,155.96,508.1,0.37
2003,422,6011,0.0,137.13,443.32,0.41
2004,422,6164,0.0,167.7,474.77,4.05
2005,422,6248,31.28,163.56,759.7,0.24
2006,422,6332,0.0,199.36,733.92,0.95
2007,422,6050,16.36,250.92,676.61,1.17
2008,422,6276,0.0,339.68,746.89,2.61
2009,422,6321,0.0,477.08,753.5,3.59
2010,422,5708,17.52,450.24,1008.33,4.96
2011,422,5702,17.46,479.25,959.29,5.81
2012,422,5697,52.02,479.34,1081.63,3.41
2013,422,5797,17.52,556.92,1143.74,5.39
2014,422,5791,0.0,663.82,1087.85,3.92
2015,422,5799,17.24,679.3,1096.8,4.91
2016,422,5800,0.0,596.15,1178.72,4.24
2017,422,5802,17.24,667.53,1269.54,5.4
2002,423,15670,12.45,120.41,887.78,1.03
2003,423,15595,12.36,103.36,623.51,1.1
2004,423,15437,12.27,67.51,686.42,0.43
2005,423,15350,30.45,146.23,725.66,0.89
2006,423,15264,18.14,172.43,1004.32,0.88
2007,423,16444,24.02,230.96,762.99,1.16
2008,423,17082,11.93,242.59,864.05,0.75
2009,423,17195,23.7,520.96,1247.63,2.7
2010,423,16999,17.65,283.92,982.13,2.28
2011,423,17083,0.0,370.92,957.45,2.36
2012,423,17170,17.25,464.43,1078.36,1.09
2013,423,17591,11.77,412.27,1171.65,1.33
2014,423,17683,11.77,482.04,1342.5,1.17
2015,423,17786,11.24,491.45,1398.44,1.51
2016,423,17879,11.19,452.46,1558.76,1.51
2017,423,17971,16.69,512.4,1423.74,1.91
2002,424,7622,0.0,200.96,680.29,4.26
2003,424,7581,13.02,153.19,808.95,3.66
2004,424,7495,13.03,235.84,765.52,2.5
2005,424,7447,0.0,172.48,834.76,3.97
2006,424,7400,0.0,205.65,907.75,6.77
2007,424,7636,0.0,214.49,975.73,6.69
2008,424,7864,13.11,296.21,992.48,4.77
2009,424,7873,0.0,282.25,1118.67,3.49
2010,424,7598,0.0,268.67,924.38,3.48
2011,424,7592,0.0,327.34,1004.3,4.67
2012,424,7584,13.03,386.42,1216.75,4.03
2013,424,7717,0.0,388.36,1315.81,2.4
2014,424,7708,0.0,420.58,1389.58,2.88
2015,424,7717,12.96,501.57,1467.37,4.06
2016,424,7716,0.0,497.4,1772.43,6.92
2017,424,7717,0.0,446.45,1940.53,6.26
2002,425,40429,7.48,70.16,875.79,0.7
2003,425,41205,4.9,68.41,863.02,0.72
2004,425,42833,7.22,29.77,891.0,0.68
2005,425,43734,2.37,105.9,803.18,0.8
2006,425,44628,4.65,121.69,845.22,2.43
2007,425,44032,9.15,142.39,875.76,2.77
2008,425,46276,9.0,169.79,1021.05,11.13
2009,425,47007,4.42,169.26,840.58,5.83
2010,425,45999,4.35,200.71,1017.77,10.21
2011,425,46539,12.83,216.37,1063.5,11.92
2012,425,47076,8.39,262.67,1184.54,12.44
2013,425,48561,17.4,284.96,1358.58,12.12
2014,425,49143,10.87,293.37,1560.05,18.3
2015,425,49668,4.03,328.56,1720.42,21.71
2016,425,50189,3.98,347.29,1932.73,29.0
2017,425,50693,17.75,326.23,2000.11,29.7
2002,426,4524,0.0,288.17,507.48,0.0
2003,426,4557,0.0,227.66,519.52,0.0
2004,426,4625,22.91,900.1,539.36,6.46
2005,426,4663,23.03,375.98,458.67,0.0
2006,426,4701,23.15,361.71,458.79,0.0
2007,426,4448,23.28,463.74,475.3,0.0
2008,426,4586,0.0,562.58,440.75,0.0
2009,426,4596,0.0,398.17,882.18,0.0
2010,426,4227,0.0,473.55,834.72,0.0
2011,426,4207,0.0,511.14,917.31,0.0
2012,426,4191,0.0,672.03,986.79,0.0
2013,426,4251,71.01,611.49,1104.81,0.0
2014,426,4233,23.67,629.74,1181.85,0.0
2015,426,4227,0.0,745.98,1266.62,0.0
2016,426,4216,23.72,631.91,1269.77,0.0
2017,426,4206,23.78,727.57,1543.93,0.0
2002,427,11774,0.0,145.61,572.91,1.01
2003,427,11907,0.0,159.53,583.91,1.36
2004,427,12188,16.95,111.94,571.81,0.0
2005,427,12343,0.0,224.8,663.7,2.05
2006,427,12497,0.0,246.81,696.32,2.36
2007,427,11792,0.0,276.65,710.93,2.4
2008,427,12202,0.0,357.36,706.45,2.54
2009,427,12265,8.21,424.21,730.46,1.99
2010,427,12267,0.0,417.54,934.54,2.38
2011,427,12315,0.0,571.23,879.96,3.08
2012,427,12373,0.0,571.99,1004.21,2.78
2013,427,12670,0.0,651.13,1085.22,2.28
2014,427,12731,0.0,734.29,1144.4,2.85
2015,427,12802,7.81,711.34,1220.09,2.34
2016,427,12865,0.0,752.43,1369.48,2.98
2017,427,12926,0.0,712.04,1432.04,2.43
2002,428,16365,18.21,120.58,632.32,1.12
2003,428,16399,18.11,139.44,671.41,1.64
2004,428,16469,0.0,131.05,668.03,1.39
2005,428,16509,0.0,123.83,723.24,3.35
2006,428,16547,5.94,139.11,750.59,0.0
2007,428,16520,0.0,144.54,783.08,0.0
2008,428,17069,23.54,185.26,810.05,0.0
2009,428,17134,0.0,265.01,887.8,0.0
2010,428,17136,11.65,301.06,951.6,0.0
2011,428,17228,11.55,292.27,1017.88,0.0
2012,428,17293,22.84,370.51,1141.98,0.0
2013,428,17692,17.48,370.33,1260.07,1.07
2014,428,17761,5.83,444.5,1333.07,1.73
2015,428,17847,16.81,420.0,1450.45,0.82
2016,428,17920,0.0,470.63,1557.44,0.72
2017,428,17994,0.0,516.94,1686.91,2.4
2002,429,7939,25.61,130.94,536.75,2.43
2003,429,8091,0.0,125.23,578.49,1.67
2004,429,8411,0.0,230.62,533.29,4.94
2005,429,8589,24.65,151.14,605.88,2.7
2006,429,8764,0.0,183.79,678.59,3.02
2007,429,8656,24.05,244.36,659.05,3.5
2008,429,9074,0.0,267.27,678.8,4.27
2009,429,9216,0.0,547.92,737.8,9.82
2010,429,8631,0.0,377.48,810.27,5.8
2011,429,8709,0.0,459.97,858.8,7.8
2012,429,8786,0.0,467.02,966.34,4.91
2013,429,9036,11.59,449.54,1086.73,8.97
2014,429,9118,11.59,564.5,1177.87,6.66
2015,429,9196,0.0,479.38,1235.76,6.89
2016,429,9272,10.79,584.88,1376.68,6.51
2017,429,9346,32.1,507.31,1794.36,9.62
2002,430,40330,12.36,112.94,1258.32,2.5
2003,430,41470,4.78,138.35,1290.76,4.28
2004,430,43865,6.94,27.07,1036.15,0.19
2005,430,45190,13.44,196.8,1254.96,2.57
2006,430,46506,13.01,221.71,1272.87,3.09
2007,430,44932,37.78,257.47,1184.75,1.2
2008,430,47287,32.5,276.94,1320.57,0.47
2009,430,48213,33.43,314.06,1382.22,0.47
2010,430,52526,9.52,395.17,1486.22,3.49
2011,430,53644,42.69,453.02,1399.14,4.81
2012,430,54732,19.84,695.52,1520.33,5.04
2013,430,56962,5.71,638.4,1690.41,4.55
2014,430,58160,15.23,684.18,1901.33,4.52
2015,430,59140,25.36,762.73,1953.67,7.54
2016,430,60158,13.3,688.29,2425.96,9.73
2017,430,61135,40.89,781.57,2431.12,9.85
2002,431,20011,30.68,135.19,609.3,2.09
2003,431,20236,20.44,89.44,639.26,1.89
2004,431,20706,15.32,386.37,793.6,6.82
2005,431,20967,30.63,140.42,695.02,2.22
2006,431,21226,15.31,156.7,731.5,3.3
2007,431,17580,0.0,184.09,707.36,4.42
2008,431,17865,20.4,247.05,753.15,3.89
2009,431,17678,15.3,268.47,811.56,4.41
2010,431,19616,15.3,276.53,922.7,5.82
2011,431,19615,35.52,318.94,954.82,5.97
2012,431,19622,35.23,358.37,1132.3,6.14
2013,431,20000,15.3,385.82,1250.3,7.31
2014,431,20006,30.6,419.19,1302.34,9.77
2015,431,20048,14.96,389.01,1430.81,10.48
2016,431,20072,24.91,420.05,1615.91,10.38
2017,431,20098,34.83,482.04,1700.53,8.89
2002,432,18707,0.0,62.41,658.21,0.0
2003,432,18920,0.0,78.73,674.26,0.0
2004,432,19366,10.65,121.3,681.39,1.22
2005,432,19614,0.0,111.45,716.69,0.0
2006,432,19859,5.25,136.75,768.13,0.0
2007,432,18547,5.22,152.28,780.39,0.0
2008,432,19167,5.18,188.44,811.11,0.0
2009,432,19244,0.0,418.73,894.28,0.0
2010,432,19569,10.23,230.11,897.13,0.0
2011,432,19654,10.13,243.95,962.66,0.0
2012,432,19752,5.0,324.81,1064.8,0.0
2013,432,20233,10.23,347.54,1155.45,0.0
2014,432,20337,5.11,341.98,1304.32,0.0
2015,432,20453,4.89,431.39,1418.86,0.0
2016,432,20558,0.0,470.85,1550.72,0.0
2017,432,20662,4.84,463.66,1623.37,0.0
2002,433,3590,0.0,184.0,479.98,0.84
2003,433,3592,0.0,163.87,639.0,0.77
2004,433,3595,0.0,498.09,83.06,0.0
2005,433,3596,0.0,252.63,703.14,1.55
2006,433,3598,0.0,228.24,761.18,2.22
2007,433,3546,0.0,254.08,833.26,0.98
2008,433,3651,0.0,312.85,788.22,2.26
2009,433,3654,0.0,305.2,796.03,4.13
2010,433,3456,0.0,354.04,799.99,3.96
2011,433,3442,0.0,451.22,865.53,5.07
2012,433,3432,0.0,424.71,1020.48,3.98
2013,433,3486,28.97,495.4,1308.29,0.58
2014,433,3475,0.0,793.12,1335.77,3.62
2015,433,3474,0.0,578.55,1253.42,5.14
2016,433,3468,0.0,616.16,1335.26,6.05
2017,433,3463,0.0,725.72,1425.95,8.7
2002,434,6163,0.0,137.24,575.44,1.24
2003,434,6181,0.0,126.55,640.03,0.44
2004,434,6217,15.96,115.19,577.7,0.84
2005,434,6238,15.88,193.26,617.73,1.39
2006,434,6258,0.0,223.61,657.52,1.9
2007,434,6310,15.71,233.59,700.73,1.7
2008,434,6532,0.0,291.17,778.07,2.13
2009,434,6568,15.55,298.98,815.22,2.59
2010,434,6465,0.0,390.09,842.58,2.93
2011,434,6491,0.0,370.12,906.8,2.75
2012,434,6517,0.0,385.98,1097.57,2.54
2013,434,6667,15.47,473.61,1155.9,1.82
2014,434,6694,0.0,546.82,1199.46,2.08
2015,434,6727,0.0,513.69,1301.06,1.47
2016,434,6755,0.0,521.07,1378.82,2.1
2017,434,6784,0.0,586.01,1507.74,3.15
2002,435,6536,0.0,204.77,535.16,1.01
2003,435,6528,0.0,172.29,512.14,1.31
2004,435,6510,0.0,149.22,775.63,0.16
2005,435,6501,0.0,206.71,653.86,0.56
2006,435,6491,0.0,282.71,660.21,1.48
2007,435,6284,15.36,351.24,657.51,2.32
2008,435,6647,0.0,435.76,702.94,1.7
2009,435,6651,30.8,261.99,791.92,48.48
2010,435,6490,15.42,475.25,795.98,2.82
2011,435,6479,15.36,572.68,877.99,4.92
2012,435,6474,15.26,682.71,1060.61,3.69
2013,435,6590,15.42,654.16,1076.88,2.92
2014,435,6585,0.0,616.84,1026.38,2.0
2015,435,6593,30.34,676.9,1256.8,2.76
2016,435,6594,15.17,724.71,1418.29,3.86
2017,435,6597,0.0,714.64,1561.58,4.61
2002,436,81482,4.92,102.92,991.57,0.69
2003,436,82740,1.21,117.21,998.13,0.77
2004,436,85380,1.19,15.33,994.73,0.09
2005,436,86841,3.52,158.97,1030.74,0.39
2006,436,88291,3.46,174.15,1098.91,0.45
2007,436,87421,2.27,203.27,976.39,2.22
2008,436,91333,3.36,230.63,1222.28,0.39
2009,436,92542,7.71,249.58,1290.26,0.34
2010,436,92171,4.34,271.69,1447.25,0.45
2011,436,93231,5.34,334.81,1403.5,0.14
2012,436,94228,7.33,355.75,1526.06,0.24
2013,436,97118,4.34,339.59,1631.86,0.11
2014,436,98198,13.02,420.1,1964.09,2.94
2015,436,99185,9.07,409.68,2138.55,2.85
2016,436,100160,5.99,434.68,2270.22,1.93
2017,436,101104,6.92,468.48,2484.67,2.35
2002,437,3290,0.0,123.37,558.48,1.57
2003,437,3319,0.0,152.1,753.86,3.59
2004,437,3380,31.05,4170.55,690.01,10.9
2005,437,3414,0.0,152.23,714.41,2.65
2006,437,3448,0.0,94.31,781.12,4.32
2007,437,2955,0.0,123.66,870.88,2.75
2008,437,3011,31.14,171.8,844.04,4.54
2009,437,2986,0.0,216.53,863.39,5.17
2010,437,3205,31.2,254.23,933.08,4.96
2011,437,3203,0.0,302.48,970.49,6.48
2012,437,3202,0.0,270.57,1146.16,9.81
2013,437,3260,0.0,476.96,1334.22,6.74
2014,437,3258,31.2,320.18,1511.11,6.56
2015,437,3263,30.64,374.2,1733.37,4.61
2016,437,3265,61.26,456.85,1834.97,4.84
2017,437,3267,0.0,618.81,1822.04,7.07
2002,438,4778,21.04,151.87,521.19,0.26
2003,438,4797,21.01,147.92,544.21,0.36
2004,438,4838,0.0,122.68,714.52,2.09
2005,438,4861,41.89,227.64,633.34,0.63
2006,438,4883,0.0,217.43,688.15,0.88
2007,438,4942,0.0,264.94,685.88,0.82
2008,438,5111,0.0,286.06,1414.48,0.79
2009,438,5145,0.0,276.64,766.48,0.65
2010,438,4814,0.0,398.19,682.9,2.43
2011,438,4809,20.69,565.73,851.34,3.62
2012,438,4815,0.0,670.04,851.32,3.36
2013,438,4911,0.0,564.97,1125.36,2.29
2014,438,4917,0.0,1068.42,1118.49,2.74
2015,438,4930,0.0,605.43,1195.04,3.08
2016,438,4939,0.0,670.43,1373.38,4.04
2017,438,4948,0.0,819.96,1401.59,3.42
2002,439,50866,7.95,81.57,641.95,1.25
2003,439,51223,5.95,99.78,678.47,1.68
2004,439,51972,0.0,15.21,688.19,0.04
2005,439,52387,5.92,138.79,726.17,1.23
2006,439,52798,5.91,160.25,780.64,1.53
2007,439,49969,5.9,174.78,785.19,1.87
2008,439,51452,1.96,210.91,825.24,2.06
2009,439,51545,5.88,218.87,808.84,0.28
2010,439,51136,1.96,240.03,882.58,1.07
2011,439,51209,13.6,294.06,901.41,1.69
2012,439,51286,15.4,347.06,1008.35,2.72
2013,439,52343,5.87,352.05,1113.94,2.28
2014,439,52424,11.73,380.79,1267.06,1.83
2015,439,52584,1.9,414.8,1370.52,4.13
2016,439,52701,7.59,463.81,1447.46,5.83
2017,439,52821,15.15,460.31,1564.07,6.53
2002,440,5739,0.0,195.84,677.94,0.0
2003,440,5714,0.0,210.35,597.18,0.18
2004,440,5662,0.0,1119.03,791.56,13.78
2005,440,5633,0.0,169.04,654.17,1.24
2006,440,5605,0.0,191.22,735.4,0.0
2007,440,5395,0.0,184.22,808.46,0.0
2008,440,5438,36.79,210.15,860.39,0.0
2009,440,5397,0.0,270.93,890.53,0.0
2010,440,5347,0.0,262.54,831.19,0.0
2011,440,5312,0.0,283.38,964.27,0.0
2012,440,5279,0.0,450.61,1048.03,0.0
2013,440,5342,0.0,388.0,1160.67,0.0
2014,440,5307,0.0,436.55,1154.2,0.0
2015,440,5290,0.0,439.89,1271.81,0.0
2016,440,5265,0.0,679.78,1413.17,0.0
2017,440,5243,38.15,507.84,1531.01,0.0
2002,441,15933,0.0,139.98,599.09,0.0
2003,441,16037,0.0,115.13,547.53,0.0
2004,441,16255,0.0,52.53,549.52,0.02
2005,441,16376,6.27,147.85,620.79,0.0
2006,441,16497,0.0,160.97,736.05,0.0
2007,441,15819,6.24,178.44,679.74,1.58
2008,441,16434,0.0,216.44,778.89,1.35
2009,441,16494,0.0,269.65,825.21,1.62
2010,441,16166,6.19,169.28,841.9,3.89
2011,441,16183,0.0,234.82,840.96,2.72
2012,441,16216,6.09,259.84,953.68,7.86
2013,441,16560,0.0,252.28,1036.82,5.01
2014,441,16595,6.19,282.23,1062.41,5.74
2015,441,16652,0.0,283.44,1107.99,5.22
2016,441,16696,0.0,315.09,1251.64,8.07
2017,441,16741,11.95,372.29,1333.64,4.96
2002,442,5977,31.69,400.93,695.09,1.5
2003,442,5887,0.0,307.51,729.59,1.92
2004,442,5698,15.49,324.37,801.32,0.0
2005,442,5594,30.65,359.96,938.48,4.2
2006,442,5491,0.0,385.82,1200.9,4.89
2007,442,6492,29.98,435.72,1164.86,3.73
2008,442,6739,14.83,500.95,1144.81,4.21
2009,442,6792,14.67,533.24,1438.72,2.7
2010,442,6890,14.51,582.52,1561.2,4.03
2011,442,6945,0.0,576.87,1377.88,4.99
2012,442,6999,0.0,635.63,1739.75,2.4
2013,442,7191,14.51,675.73,1798.08,3.15
2014,442,7248,0.0,1084.02,1979.71,0.68
2015,442,7305,0.0,797.58,2091.43,0.0
2016,442,7359,13.59,870.08,2215.66,0.0
2017,442,7412,0.0,988.33,2392.33,0.0
2002,443,7931,25.67,134.34,574.5,0.64
2003,443,8066,0.0,102.22,768.66,0.27
2004,443,8350,25.18,293.92,672.78,3.02
2005,443,8507,12.47,184.97,528.37,0.0
2006,443,8663,0.0,173.95,819.34,0.12
2007,443,7946,0.0,201.62,546.75,0.93
2008,443,8274,24.26,256.18,509.27,1.19
2009,443,8332,0.0,349.66,856.88,0.42
2010,443,8401,0.0,313.73,659.2,0.52
2011,443,8452,0.0,353.74,688.41,0.47
2012,443,8506,0.0,383.22,803.25,0.08
2013,443,8727,0.0,356.5,987.29,0.36
2014,443,8784,0.0,565.11,1097.57,2.29
2015,443,8844,22.61,584.98,1137.76,0.0
2016,443,8899,0.0,692.05,1301.3,0.0
2017,443,8954,11.17,532.48,1229.81,0.0
2002,444,6528,0.0,122.88,590.46,0.0
2003,444,6635,0.0,109.66,569.43,0.0
2004,444,6860,0.0,172.03,594.12,0.1
2005,444,6984,15.95,160.22,620.88,0.0
2006,444,7108,0.0,211.62,770.6,0.0
2007,444,6276,15.98,239.34,732.24,4.68
2008,444,6470,16.0,281.95,832.72,4.6
2009,444,6482,32.04,297.29,908.09,4.34
2010,444,6236,32.08,317.7,781.28,2.36
2011,444,6229,31.96,342.81,834.91,2.94
2012,444,6225,0.0,483.75,917.92,5.02
2013,444,6337,16.04,550.32,986.0,2.82
2014,444,6332,0.0,482.36,1030.85,5.02
2015,444,6340,15.77,506.93,1285.48,4.59
2016,444,6342,31.54,657.61,1273.47,3.77
2017,444,6345,0.0,676.48,1645.64,6.0
2002,445,6307,0.0,116.9,420.31,0.36
2003,445,6394,0.0,103.47,438.12,0.0
2004,445,6575,16.03,171.8,403.75,0.0
2005,445,6675,15.96,183.66,462.74,0.0
2006,445,6775,15.89,212.47,565.84,0.05
2007,445,6432,31.65,248.68,980.39,0.0
2008,445,6676,0.0,293.1,246.4,0.0
2009,445,6727,0.0,316.64,710.16,0.61
2010,445,6405,0.0,383.14,706.01,0.55
2011,445,6421,0.0,518.6,791.97,1.25
2012,445,6443,0.0,530.98,1041.67,1.23
2013,445,6588,0.0,560.28,1075.99,1.37
2014,445,6610,0.0,491.9,1120.25,1.8
2015,445,6639,0.0,485.82,1197.73,4.23
2016,445,6663,0.0,600.1,1280.32,2.37
2017,445,6689,14.95,579.46,1483.41,0.37
2002,446,5543,18.27,192.42,507.88,1.33
2003,446,5571,0.0,141.35,516.66,1.85
2004,446,5630,0.0,122.89,509.36,0.0
2005,446,5663,18.33,179.73,602.65,1.83
2006,446,5696,0.0,236.16,609.19,2.3
2007,446,5374,18.37,273.1,672.62,1.08
2008,446,5528,0.0,345.63,684.47,1.83
2009,446,5527,0.0,299.83,718.02,1.73
2010,446,5425,0.0,484.73,726.34,2.64
2011,446,5417,0.0,389.37,847.75,2.31
2012,446,5413,18.25,559.54,874.62,1.81
2013,446,5510,0.0,404.36,984.63,3.61
2014,446,5506,0.0,435.36,1007.11,1.82
2015,446,5512,0.0,526.31,1207.45,3.38
2016,446,5513,0.0,553.03,1269.91,2.83
2017,446,5516,0.0,705.98,1363.56,3.63
2002,447,16917,23.57,114.86,624.33,0.0
2003,447,16957,0.0,141.36,685.31,0.0
2004,447,17039,11.69,51.34,659.2,0.52
2005,447,17084,0.0,149.19,709.93,0.0
2006,447,17129,0.0,209.49,752.02,0.54
2007,447,17170,0.0,208.51,781.77,0.66
2008,447,17756,0.0,292.46,791.74,1.16
2009,447,17835,5.74,267.24,835.3,2.41
2010,447,17492,0.0,299.3,900.97,3.62
2011,447,17536,5.68,323.25,956.14,3.3
2012,447,17585,0.0,412.59,1065.42,3.53
2013,447,17972,11.44,414.99,1177.81,5.55
2014,447,18024,0.0,434.55,1339.86,5.25
2015,447,18097,16.58,489.96,1442.36,6.85
2016,447,18157,0.0,525.34,1562.72,7.88
2017,447,18216,0.0,598.01,1674.53,8.2
2002,448,35754,11.23,120.31,674.88,2.03
2003,448,36161,5.55,137.06,701.62,2.64
2004,448,37015,2.75,26.67,745.96,0.45
2005,448,37488,8.16,141.65,747.43,3.05
2006,448,37958,10.77,161.53,814.95,3.96
2007,448,37571,10.66,183.32,840.83,3.5
2008,448,39109,0.0,207.44,869.45,4.38
2009,448,39509,13.05,225.4,939.36,4.21
2010,448,38684,10.34,267.58,915.66,4.9
2011,448,38981,5.11,291.4,982.01,4.41
2012,448,39264,12.57,329.62,1114.49,5.66
2013,448,40322,15.51,351.65,1228.87,4.58
2014,448,40627,7.75,395.96,1363.56,4.7
2015,448,40932,9.77,398.59,1524.69,4.07
2016,448,41220,16.98,405.11,1633.54,5.24
2017,448,41501,14.46,457.32,1770.11,5.13
2002,449,4895,0.0,126.88,591.5,2.12
2003,449,4969,0.0,158.63,616.78,2.32
2004,449,5125,0.0,1001.07,503.56,15.07
2005,449,5212,0.0,219.35,616.55,2.07
2006,449,5298,0.0,245.92,706.81,0.0
2007,449,4951,0.0,247.8,737.84,0.0
2008,449,5136,0.0,298.86,711.31,0.0
2009,449,5173,0.0,305.53,811.8,0.0
2010,449,4898,0.0,300.55,801.39,0.0
2011,449,4917,0.0,369.32,833.4,0.0
2012,449,4930,0.0,392.73,942.69,0.0
2013,449,5037,0.0,427.94,1095.46,0.0
2014,449,5050,0.0,502.93,1302.01,0.0
2015,449,5070,0.0,484.73,1278.73,10.97
2016,449,5086,0.0,566.96,1430.85,12.07
2017,449,5102,19.6,600.25,1454.28,7.62
2002,450,19259,10.44,113.57,543.11,0.27
2003,450,19263,10.46,103.48,668.5,0.43
2004,450,19272,20.97,38.46,531.4,1.18
2005,450,19277,47.3,118.25,567.34,1.16
2006,450,19282,31.61,140.04,569.12,1.77
2007,450,17991,63.38,176.39,623.62,1.78
2008,450,18296,15.89,213.87,661.34,2.78
2009,450,18181,21.24,231.15,689.67,2.65
2010,450,18787,26.63,242.95,727.79,2.57
2011,450,18740,15.93,270.68,845.4,2.79
2012,450,18705,10.56,261.62,997.03,2.57
2013,450,19019,0.0,265.59,1084.26,2.52
2014,450,18982,15.98,366.55,1272.67,4.28
2015,450,18989,42.13,336.15,1270.46,4.86
2016,450,18975,21.08,396.81,1398.73,5.04
2017,450,18966,15.82,412.32,1478.76,5.64
2002,451,5959,16.19,206.92,485.17,0.0
2003,451,5876,0.0,141.74,685.25,0.0
2004,451,5702,0.0,312.26,542.78,2.0
2005,451,5605,16.04,185.44,759.99,0.0
2006,451,5510,0.0,178.35,681.2,0.0
2007,451,6247,0.0,195.0,657.74,0.0
2008,451,6458,0.0,248.3,121.02,0.0
2009,451,6485,0.0,291.72,755.79,0.0
2010,451,6321,15.82,312.66,842.58,0.32
2011,451,6335,0.0,364.97,909.42,1.36
2012,451,6349,0.0,395.67,879.06,0.76
2013,451,6484,0.0,405.09,1090.14,0.0
2014,451,6498,0.0,424.86,1193.16,0.0
2015,451,6522,15.33,536.13,1154.04,0.0
2016,451,6540,15.29,480.75,1429.22,0.0
2017,451,6558,15.25,508.61,1424.72,0.91
2002,452,22540,4.65,99.11,546.86,0.28
2003,452,22809,37.54,121.68,523.99,0.56
2004,452,23375,14.22,45.81,535.81,0.0
2005,452,23688,23.95,171.42,617.56,0.12
2006,452,23999,48.39,209.91,631.66,3.43
2007,452,20907,48.9,259.33,623.74,0.7
2008,452,21413,44.47,305.23,685.6,0.0
2009,452,21338,29.96,798.75,734.19,0.0
2010,452,19846,40.38,422.17,801.23,0.0
